 #  | matching ident  |            identifier             |typ|       coord1 (ICRS,J2000/2000)        |  Mag U  |  Mag B  |  Mag V  |  Mag R  |  Mag I  |  Mag J  |  Mag H  |  Mag K  |  Mag g  |    spec. type     |#bib|#not
130 |WR 115-1         |Gaia DR3 4152476297066998784       |WR*|18 25 53.0883243864 -13 28 32.300804892|     ~   |16.07    |15.13    |     ~   |     ~   |10.317   |9.521    |8.962    |     ~   |WN6o               |   3|   0
131 |WR 115-2         |WR 115-2                           |WR*|18 25 53.617 -12 50 03.19              |     ~   |20.65    |     ~   |17.43    |     ~   |11.529   |10.126   |9.281    |     ~   |WN8                |   3|   0
132 |WR 115-3         |Gaia DR3 4152574080574698752       |WR*|18 26 06.1195257432 -13 04 10.528192884|     ~   |     ~   |     ~   |     ~   |     ~   |9.589    |8.822    |8.299    |     ~   |WN7                |   6|   0
133 |WR 116-1         |Gaia DR3 4155723842108658560       |WR*|18 28 11.7992769216 -10 25 42.325644468|     ~   |     ~   |     ~   |     ~   |     ~   |8.36     |6.93     |5.629    |     ~   |WC9+OBI            |   5|   1
134 |WR 116-2         |Gaia DR3 4156611555997469824       |WR*|18 29 33.8452425600 -08 39 02.072815920|     ~   |     ~   |     ~   |     ~   |     ~   |13.967   |12.817   |11.919   |     ~   |WN5                |   3|   0
135 |WR 116-3         |Gaia DR3 4154990742729141376       |WR*|18 30 53.2025518224 -10 19 37.133898204|     ~   |     ~   |     ~   |     ~   |     ~   |10.676   |9.908    |9.429    |16.986   |WN6                |   7|   0
136 |WR 117-1         |Gaia DR3 4155087293585479552       |WR*|18 31 16.5273907992 -10 09 25.000559280|     ~   |     ~   |     ~   |13.34    |11.63    |9.093    |8.29     |7.632    |     ~   |WN8                |   5|   1
137 |WR 118-2         |Gaia DR3 4252915412949859072       |WR*|18 36 16.6869394848 -07 04 59.317991400|     ~   |     ~   |     ~   |     ~   |     ~   |10.569   |8.66     |7.584    |     ~   |WN9/Ofpe           |   3|   0
138 |WR 118-3         |WR 118-3                           |WR*|18 36 17.291 -07 05 07.27              |     ~   |     ~   |     ~   |     ~   |     ~   |10.343   |8.399    |7.381    |     ~   |WN9/Ofpe           |   3|   0
139 |WR 118-4         |Gaia DR3 4156266554151949312       |WR*|18 33 47.6338742592 -09 23 07.803860388|     ~   |     ~   |     ~   |     ~   |     ~   |12.180   |10.523   |9.360    |     ~   |WC8                |   5|   0
140 |WR 118-5         |WR 118-5                           |WR*|18 37 51.493 -06 08 41.74              |     ~   |     ~   |     ~   |     ~   |     ~   |12.728   |10.737   |9.305    |     ~   |WC9d               |   3|   0
141 |WR 118-6         |Gaia DR3 4252854660635487360       |WR*|18 38 27.2070871416 -07 10 45.177175056|     ~   |     ~   |     ~   |     ~   |     ~   |13.64    |11.727   |10.589   |     ~   |WN7                |   4|   0
142 |WR 118-10        |Gaia DR3 4253040688579755776       |WR*|18 36 55.5313532832 -06 31 02.076599892|     ~   |     ~   |     ~   |16.66    |     ~   |12.035   |10.809   |10.020   |     ~   |WN6                |   3|   0
143 |WR 119-1         |Gaia DR3 4258531164287499648       |WR*|18 40 08.6581669848 -03 29 31.087589820|     ~   |     ~   |     ~   |     ~   |     ~   |11.766   |10.864   |10.295   |     ~   |WN7o               |   3|   0
144 |WR 119-2         |WR 119-2                           |WR*|18 39 34.581 -05 44 23.08              |     ~   |18.36    |     ~   |16.96    |     ~   |11.827   |10.488   |9.556    |     ~   |WC8                |   4|   0
145 |WR 120-1         |Gaia DR3 4256685947587790336       |WR*|18 41 10.7006294520 -04 51 26.982015660|     ~   |     ~   |     ~   |     ~   |     ~   |11.050   |10.17    |9.445    |     ~   |WC9                |   5|   0
146 |WR 120-4         |Gaia DR3 4258461620173469440       |WR*|18 42 08.2722647232 -03 51 02.889515988|     ~   |     ~   |     ~   |     ~   |     ~   |11.85    |10.26    |9.267    |     ~   |WN8-9h             |  14|   0
147 |WR 120-5         |Gaia DR3 4258461791972163840       |WR*|18 42 08.4722714736 -03 49 35.208831396|     ~   |     ~   |     ~   |     ~   |     ~   |12.394   |10.828   |9.746    |     ~   |WC8                |   4|   0
148 |WR 120-6         |Gaia DR3 4258557110213184896       |PN |18 42 46.9206696216 -03 13 17.295471588|     ~   |19.40    |     ~   |16.67    |     ~   |13.508   |12.834   |12.325   |     ~   |[WN6o]             |  67|   0
149 |WR 120-7         |Gaia DR3 4256626608314233344       |WR*|18 41 34.0756315488 -05 04 01.279246836|     ~   |19.18    |     ~   |15.71    |     ~   |10.224   |9.209    |8.513    |     ~   |WN7                |   6|   0
150 |WR 120-10        |Gaia DR3 4258703207808502144       |WR*|18 43 58.0358615856 -02 45 17.269177104|     ~   |17.96    |16.25    |14.30    |     ~   |10.002   |9.16     |8.533    |17.897   |WN7                |   5|   0
151 |WR 120-11        |WR 120-11                          |WR*|18 41 23.348 -05 40 58.39              |     ~   |17.97    |17.39    |16.16    |     ~   |12.350   |11.149   |10.250   |     ~   |WC8                |   4|   0
152 |WR 120-15        |Gaia DR3 4258650877925467264       |WR*|18 43 17.2362039696 -03 08 56.604652836|     ~   |     ~   |     ~   |     ~   |     ~   |     ~   |     ~   |11.74    |     ~   |WC8                |   3|   0
153 |WR 120-16        |WR 120-16                          |WR*|18 41 06.812 -02 56 01.10              |     ~   |     ~   |     ~   |     ~   |     ~   |12.92    |11.24    |10.537   |     ~   |WC8                |   3|   0
154 |WR 121-4         |WR 121-4                           |WR*|18 49 32.305 -02 24 27.08              |     ~   |     ~   |     ~   |     ~   |     ~   |14.13    |12.13    |10.664   |     ~   |WC7                |   3|   0
155 |WR 121-6         |Gaia DR3 4259258010195996416       |WR*|18 51 10.7653414224 -01 30 03.449802384|     ~   |17.26    |15.51    |14.58    |     ~   |10.421   |9.755    |9.341    |     ~   |WN5                |   2|   0
156 |WR 121-12        |Gaia DR3 4260073263704313728       |WR*|18 46 00.9754445640 -01 14 34.928270520|     ~   |     ~   |     ~   |     ~   |     ~   |12.759   |11.425   |10.642   |     ~   |WN5                |   3|   0
157 |WR 121-15        |Gaia DR3 4258706295872782592       |WR*|18 44 20.6577574776 -02 36 51.189128964|     ~   |     ~   |     ~   |     ~   |     ~   |12.744   |11.571   |10.720   |     ~   |WN4-5              |   3|   0
158 |WR 122-1         |Gaia DR3 4265816429591726848       |WR*|19 00 15.8650650720 +00 05 17.355372828|     ~   |     ~   |     ~   |     ~   |     ~   |12.175   |11.297   |10.299   |     ~   |WC8                |   3|   0
159 |WR 122-2         |Gaia DR3 4266263411103249920       |WR*|18 52 43.6938647904 +00 08 41.711624556|     ~   |     ~   |     ~   |     ~   |     ~   |12.490   |10.684   |9.614    |     ~   |WN8-9              |   3|   0
160 |WR 122-3         |Gaia DR3 4266994758119500160       |WR*|18 54 03.1219719264 +01 24 50.833105884|     ~   |     ~   |     ~   |     ~   |     ~   |12.806   |11.059   |9.990    |     ~   |WN5-6              |   2|   0
161 |WR 122-14        |WR 122-14                          |WR*|18 53 02.552 +01 10 22.80              |     ~   |     ~   |     ~   |     ~   |     ~   |     ~   |14.80    |12.065   |     ~   |WC8                |   4|   0
162 |WR 122-15        |Gaia DR3 4306688266055108480       |WR*|19 02 42.3530442336 +06 54 44.947748556|     ~   |     ~   |     ~   |     ~   |     ~   |13.11    |11.62    |11.05    |     ~   |WN6                |   2|   0
163 |WR 123-1         |Gaia DR3 4307367180121252864       |WR*|19 08 17.9751515520 +08 29 10.600204596|     ~   |     ~   |     ~   |     ~   |     ~   |10.59    |9.47     |8.71     |20.323   |WN6o               |   4|   0
164 |WR 123-3         |Gaia DR3 4309176976263877888       |WR*|19 08 38.0922886944 +09 28 21.003837060|     ~   |     ~   |     ~   |     ~   |     ~   |12.221   |10.810   |9.936    |     ~   |WN8                |   3|   0
165 |WR 123-8         |Gaia DR3 4309211331708602240       |WR*|19 10 06.4029197712 +09 45 25.510315608|     ~   |     ~   |     ~   |     ~   |     ~   |14.760   |13.577   |12.659   |     ~   |WN9h               |   3|   0
166 |WR 124-2         |Gaia DR3 4319423252107433216       |WR*|19 20 40.3933929552 +13 50 35.196042696|     ~   |     ~   |     ~   |     ~   |     ~   |13.574   |11.804   |10.762   |     ~   |WC8                |   4|   0
167 |WR 124-3         |Gaia DR3 4319236236367451264       |WR*|19 16 18.3850670280 +12 46 49.381771044|     ~   |     ~   |     ~   |     ~   |     ~   |12.955   |11.816   |10.766   |     ~   |WC7                |   4|   0
168 |WR 124-5         |WR 124-5                           |WR*|19 20 29.320 +14 12 06.11              |     ~   |     ~   |     ~   |     ~   |     ~   |14.34    |11.979   |10.627   |     ~   |WC-06-d?           |   2|   0
169 |WR 124-6         |Gaia DR3 4319620373924501120       |WR*|19 22 53.6083394876 +14 08 49.915260202|     ~   |     ~   |     ~   |     ~   |     ~   |12.67    |10.91    |9.68     |     ~   |WC7                |   6|   0
170 |WR 124-7         |Gaia DR3 4319831724985219456       |WR*|19 22 54.4553566248 +14 11 28.004137008|     ~   |     ~   |     ~   |     ~   |     ~   |12.74    |11.02    |9.583    |     ~   |WC8                |   5|   0
171 |WR 124-9         |Gaia DR3 4319502902284779392       |WR*|19 17 32.8048675392 +14 08 28.038774408|     ~   |     ~   |     ~   |19.93    |     ~   |13.838   |12.723   |11.609   |     ~   |WC6                |   4|   0
172 |WR 124-10        |WR 124-10                          |WR*|19 18 31.705 +13 43 17.84              |     ~   |     ~   |     ~   |     ~   |     ~   |14.346   |12.591   |11.327   |     ~   |WC6                |   3|   0
173 |WR 124-11        |Gaia DR3 4322765389497405952       |WR*|19 24 46.9139770176 +17 14 25.096562016|     ~   |     ~   |     ~   |     ~   |     ~   |12.654   |11.186   |10.251   |     ~   |WN6                |   2|   0
174 |WR 124-18        |Gaia DR3 4319406076548902784       |WR*|19 18 31.3532958864 +13 43 39.210637620|     ~   |     ~   |     ~   |     ~   |     ~   |12.788   |11.035   |9.966    |     ~   |WN9                |   3|   0
175 |WR 124-19        |Gaia DR3 4315954572104614400       |WR*|19 20 02.4676257192 +12 08 20.321607840|     ~   |     ~   |     ~   |     ~   |     ~   |14.65    |13.29    |12.076   |     ~   |WC6:               |   3|   0
176 |WR 124-20        |WR 124-20                          |WR*|19 25 18.115 +17 02 15.93              |     ~   |     ~   |     ~   |     ~   |     ~   |12.97    |11.18    |9.922    |     ~   |WC9                |   4|   0
177 |WR 124-21        |Gaia DR3 4322817483169888512       |WR*|19 26 08.3524066440 +17 46 23.008562940|     ~   |20.44    |17.29    |16.15    |     ~   |11.860   |10.97    |10.205   |     ~   |WC8                |   2|   0
178 |WR 124-22        |Gaia DR3 4321618083470555264       |WR*|19 27 17.9842492488 +16 05 24.602457156|     ~   |     ~   |     ~   |     ~   |     ~   |13.012   |11.089   |9.641    |     ~   |WC9                |   4|   0
179 |WR 125-1         |Gaia DR3 1825418588978011648       |WR*|19 33 44.0086605912 +19 22 47.486175672|     ~   |     ~   |     ~   |     ~   |     ~   |10.196   |9.607    |9.074    |     ~   |WC8                |   4|   0
180 |WR 125-2         |Gaia DR3 4323332329499518848       |WR*|19 30 38.8386309696 +18 39 09.821200680|     ~   |     ~   |     ~   |     ~   |     ~   |8.205    |7.275    |6.598    |     ~   |WN8-9              |   2|   0
181 |WR 125-3         |Gaia DR3 4323329438956658432       |WR*|19 30 13.5631598928 +18 32 02.466071772|     ~   |     ~   |     ~   |     ~   |     ~   |8.646    |7.835    |7.332    |16.483   |WNL7-8             |   3|   0
182 |WR 125-4         |Gaia DR3 4323004979954775552       |WR*|19 30 05.3079586248 +17 46 01.089817212|     ~   |     ~   |     ~   |     ~   |     ~   |12.71    |11.07    |10.117   |     ~   |WN7                |   2|   0
183 |WR 138-1         |Gaia DR3 2062560122958679936       |WR*|20 17 08.1192896544 +41 07 26.991896268|     ~   |17.25    |15.44    |     ~   |     ~   |10.152   |9.265    |8.649    |     ~   |WN9h               |  14|   0
184 |WR 147-1         |Gaia DR3 2069445505277962624       |WR*|20 38 22.9266279192 +42 28 03.408599172|     ~   |     ~   |     ~   |     ~   |     ~   |12.030   |10.505   |9.557    |     ~   |WN5                |   3|   0
185 |WRW rho Oph SM 1 |HGBS J162627.6-242359              |cor|16 26 27.60 -24 23 55.0                |     ~   |     ~   |     ~   |     ~   |     ~   |     ~   |     ~   |     ~   |     ~   |~                  |  70|   0
186 |WR   1           |Gaia DR3 524101256981955200        |WR*|00 43 28.3971737448 +64 45 35.384652468|10.28    |10.718   |10.138   |     ~   |     ~   |8.206    |7.86     |7.480    |     ~   |WN4-s              | 201|   0
187 |WR89  1          |WR89 1                             |G  |13 39 55.976 -31 38 27.01              |     ~   |     ~   |     ~   |     ~   |     ~   |     ~   |     ~   |     ~   |     ~   |~                  |   3|   0
188 |WRAM  1          |Gaia DR3 2007440230670530560       |*  |22 46 33.5242726824 +58 18 00.727674480|12.96    |13.29    |12.78    |12.81    |     ~   |11.712   |11.595   |11.541   |13.07    |~                  |   1|   0
189 |WRW rho Oph SM 1N|JCMTLSG J162627.1-242334           |cor|16 26 27.40 -24 23 27.6                |     ~   |     ~   |     ~   |     ~   |     ~   |     ~   |     ~   |     ~   |     ~   |~                  |  50|   0
190 |WR89  2          |WR89 2                             |G  |13 39 55.976 -31 38 27.01              |     ~   |     ~   |     ~   |     ~   |     ~   |     ~   |     ~   |     ~   |     ~   |~                  |   3|   0
191 |WRW rho Oph SM 2 |JCMTLSG J162629.3-242425           |cor|16 26 30.4 -24 24 31                   |     ~   |     ~   |     ~   |     ~   |     ~   |     ~   |     ~   |     ~   |     ~   |~                  |  32|   0
192 |WR   2           |Gaia DR3 426378793809476096        |WR*|01 05 23.0309242057 +60 25 18.900677036|     ~   |11.49    |11.33    |     ~   |     ~   |10.036   |9.783    |9.445    |     ~   |WN2-w              | 121|   0
193 |WRAM  2          |Gaia DR3 2207062472257441280       |*  |22 49 20.8993764744 +61 42 02.380815756|13.78    |13.59    |12.35    |12.02    |     ~   |9.722    |9.403    |9.246    |13.382   |~                  |   1|   0
194 |WRAM  3          |Gaia DR3 2007465931755852288       |WD*|22 49 52.3672810920 +58 34 32.038383144|12.80    |13.98    |14.19    |14.78    |     ~   |14.934   |14.951   |15.033   |     ~   |DA.9               |  45|   0
195 |WR   3           |Gaia DR3 508955656105078912        |WR*|01 38 55.6274097096 +58 09 22.673806272|9.85     |10.71    |10.69    |     ~   |     ~   |10.237   |10.134   |10.009   |10.757   |WN3h-w             | 172|   0
196 |WRAM  4          |Gaia DR3 2013491530348259712       |*  |22 55 03.3861731712 +59 10 12.113664528|13.58    |13.41    |12.38    |12.15    |     ~   |9.987    |9.63     |9.468    |12.92    |~                  |   4|   0
197 |WR89  4          |WR89 4                             |reg|No Coord.                              |     ~   |     ~   |     ~   |     ~   |     ~   |     ~   |     ~   |     ~   |     ~   |~                  |   2|   0
198 |WR   4           |Gaia DR3 454818035714964992        |WR*|02 41 11.6753354688 +56 43 49.735070148|10.03    |10.34    |9.99     |     ~   |     ~   |     ~   |     ~   |     ~   |     ~   |WC6                | 137|   0
199 |WRAM  5          |Gaia DR3 2013514482653967104       |Em*|22 55 48.5896022112 +59 12 02.551586544|     ~   |13.46    |12.80    |12.69    |     ~   |11.41    |11.16    |11.074   |     ~   |~                  |   4|   0
200 |WR   5           |Gaia DR3 460606178458202496        |WR*|02 52 11.6613087600 +56 56 07.131052500|10.99    |10.86    |10.41    |     ~   |     ~   |8.626    |8.336    |7.653    |     ~   |WC6                | 121|   0
201 |WR89  5          |WR89 5                             |reg|No Coord.                              |     ~   |     ~   |     ~   |     ~   |     ~   |     ~   |     ~   |     ~   |     ~   |~                  |   1|   0
202 |WRAM  6          |WRAM 6                             |*  |22 56 18.0 +58 31 00                   |     ~   |13.34    |12.51    |     ~   |     ~   |     ~   |     ~   |     ~   |     ~   |~                  |   1|   0
